General : Method name,General : Method saved date,General : Sample File Name,Sample text inputs : Polymer batch,Sample choice input : Sample choice input  1,Sample choice input : Sample choice input  2,Sample notes : Sample Description,Precycling : Cycles,Precycling : Rate,Test : Rate 1
,,,,,,,,(%/s),(%/s)
"C:\Users\Public\Documents\Instron\Bluehill Universal\Output\Warrick\tensile.im_tens","2/1/2022 9:49 AM","C:\Users\Public\Documents\Instron\Bluehill Universal\Output\Warrick\wm 3-29_20220201_094956.is_tens","wm 3-29","<None>","<None>","","10","5.00","3.00"

Results Table 1
,Sample Type,Specimen ID,Specimen Thickness,Length,Thickness,Width,Modulus (Automatic Young's),Tensile strain (Displacement) at Yield (Zero slope),Tensile strain (Displacement) at Break (Standard)
,,,,(mm),(mm),(mm),(MPa),(%),(%)
1,"<None>","1","<None>","14.62","0.89","1.66","4.61","-----","47.11"

Time,Displacement,Force
"5.7900","1.1180","513.04"
"5.8100","1.1328","519.11"
"5.8300","1.1475","524.28"
"5.8500","1.1623","530.50"
"5.8700","1.1771","535.13"
"5.8900","1.1918","540.72"
"5.9100","1.2062","546.04"
"5.9300","1.2209","550.86"
"5.9500","1.2358","556.52"
"5.9700","1.2503","561.55"
"5.9900","1.2648","566.76"
"6.0100","1.2792","572.05"
"6.0300","1.2938","576.74"
"6.0500","1.3082","581.84"
"6.0700","1.3225","587.08"
"6.0900","1.3371","591.93"
"6.1100","1.3518","597.20"
"6.1300","1.3663","602.28"
"6.1500","1.3810","607.74"
"6.1700","1.3958","613.12"
"6.1900","1.4105","617.32"
"6.2100","1.4251","622.90"
"6.2300","1.4398","628.38"
"6.2500","1.4548","632.82"
"6.2600","1.4623","635.60"
"6.2610","1.4630","635.90"
"6.2810","1.4770","636.93"
"6.3010","1.4845","630.04"
"6.3210","1.4820","614.97"
"6.3410","1.4735","603.91"
"6.3610","1.4646","588.08"
"6.3810","1.4511","571.19"
"6.4010","1.4333","554.91"
"6.4210","1.4151","539.62"
"6.4410","1.3989","528.25"
"6.4610","1.3838","517.65"
"6.4810","1.3691","507.65"
"6.5010","1.3542","497.95"
"6.5210","1.3395","488.19"
"6.5410","1.3247","479.64"
"6.5610","1.3100","470.02"
"6.5810","1.2952","460.81"
"6.6010","1.2805","452.45"
"6.6210","1.2656","443.28"
"6.6410","1.2508","435.18"
"6.6610","1.2361","427.06"
"6.6810","1.2213","417.65"
"6.7010","1.2065","410.94"
"6.7210","1.1917","402.60"
"6.7410","1.1772","393.81"
"6.7610","1.1625","387.27"
"6.7810","1.1478","378.09"
"6.8010","1.1330","371.13"
"6.8210","1.1184","363.51"
"6.8410","1.1038","355.05"
"6.8610","1.0894","349.45"
"6.8810","1.0751","341.16"
"6.9010","1.0606","333.52"
"6.9210","1.0460","327.57"
"6.9410","1.0314","318.85"
"6.9610","1.0170","312.56"
"6.9810","1.0022","305.29"
"7.0010","0.98733","296.43"
"7.0210","0.97273","291.03"
"7.0410","0.95827","282.99"
"7.0610","0.94354","275.29"
"7.0810","0.92871","269.49"
"7.1010","0.91404","261.31"
"7.1210","0.89951","254.79"
"7.1410","0.88469","247.79"
"7.1610","0.86996","239.68"
"7.1810","0.85542","234.38"
"7.2010","0.84094","226.60"
"7.2210","0.82618","219.63"
"7.2410","0.81155","213.35"
"7.2610","0.79702","205.87"
"7.2810","0.78251","200.01"
"7.3010","0.76804","193.29"
"7.3210","0.75353","185.82"
"7.3410","0.73900","179.95"
"7.3610","0.72441","172.65"
"7.3810","0.70993","165.84"
"7.4010","0.69530","159.91"
"7.4210","0.68073","151.72"
"7.4410","0.66581","145.57"
"7.4610","0.65101","138.84"
"7.4810","0.63627","131.98"
"7.5010","0.62162","125.61"
"7.5210","0.60688","118.41"
"7.5410","0.59209","111.97"
"7.5610","0.57755","105.20"
"7.5810","0.56288","98.555"
"7.6010","0.54835","92.581"
"7.6210","0.53360","85.887"
"7.6410","0.51902","78.991"
"7.6610","0.50433","73.406"
"7.6810","0.48976","66.219"
"7.7010","0.47530","59.793"
"7.7210","0.46078","53.844"
"7.7410","0.44624","46.512"
"7.7610","0.43173","41.240"
"7.7810","0.41752","34.648"
"7.8010","0.40313","27.792"
"7.8210","0.38847","22.362"
"7.8410","0.37368","14.492"
"7.8610","0.35880","8.2856"
"7.8810","0.34393","1.8868"
"7.9010","0.32916","-5.5450"
"7.9210","0.31451","-10.366"
"7.9410","0.29993","-17.536"
"7.9610","0.28520","-24.834"
"7.9810","0.27056","-29.482"
"8.0010","0.25601","-36.367"
"8.0210","0.24156","-43.042"
"8.0410","0.22681","-48.354"
"8.0610","0.21215","-55.830"
"8.0810","0.19773","-60.914"
"8.1010","0.18328","-66.851"
"8.1210","0.16861","-73.881"
"8.1410","0.15392","-78.716"
"8.1610","0.13944","-85.360"
"8.1810","0.12492","-90.802"
"8.2010","0.11050","-95.918"
"8.2210","0.095892","-102.60"
"8.2410","0.081318","-107.09"
"8.2610","0.066430","-112.05"
"8.2810","0.051624","-118.32"
"8.3010","0.036862","-121.58"
"8.3210","0.022171","-126.62"
"8.3410","0.0075416","-130.41"
"8.3520","-0.00050137","-131.28"
"8.3530","-0.0012313","-131.37"
"8.3730","-0.015257","-131.77"
"8.3930","-0.022760","-121.73"
"8.4130","-0.020212","-103.57"
"8.4330","-0.012069","-92.181"
"8.4530","-0.0040271","-75.270"
"8.4730","0.0091982","-56.741"
"8.4930","0.027449","-39.380"
"8.5130","0.045963","-22.262"
"8.5330","0.062594","-10.863"
"8.5530","0.077906","0.40801"
"8.5730","0.092975","12.240"
"8.5930","0.10768","20.755"
"8.6130","0.12234","32.322"
"8.6330","0.13710","42.209"
"8.6530","0.15187","50.730"
"8.6730","0.16657","62.183"
"8.6930","0.18134","70.941"
"8.7130","0.19632","80.490"
"8.7330","0.21117","90.310"
"8.7530","0.22581","98.273"
"8.7730","0.24042","107.56"
"8.7930","0.25526","116.15"
"8.8130","0.26978","124.01"
"8.8330","0.28419","133.29"
"8.8530","0.29888","141.25"
"8.8730","0.31382","150.08"
"8.8930","0.32870","158.57"
"8.9130","0.34337","165.68"
"8.9330","0.35808","174.56"
"8.9530","0.37261","181.72"
"8.9730","0.38718","188.86"
"8.9930","0.40174","197.10"
"9.0130","0.41628","203.80"
"9.0330","0.43046","210.83"
"9.0530","0.44454","218.50"
"9.0730","0.45916","225.81"
"9.0930","0.47410","234.09"
"9.1130","0.48910","241.03"
"9.1330","0.50381","248.03"
"9.1530","0.51860","255.77"
"9.1730","0.53330","261.70"
"9.1930","0.54786","269.27"
"9.2130","0.56257","276.21"
"9.2330","0.57729","282.42"
"9.2530","0.59197","289.91"
"9.2730","0.60640","295.89"
"9.2930","0.62117","302.92"
"9.3130","0.63612","310.17"
"9.3330","0.65078","315.85"
"9.3530","0.66517","322.30"
"9.3730","0.67946","328.72"
"9.3930","0.69407","334.25"
"9.4130","0.70846","341.34"
"9.4330","0.72289","346.84"
"9.4530","0.73735","352.82"
"9.4730","0.75183","360.30"
"9.4930","0.76647","365.18"
"9.5130","0.78115","372.36"
"9.5330","0.79594","378.95"
"9.5530","0.81066","383.77"
"9.5730","0.82541","391.66"
"9.5930","0.84016","397.19"
"9.6130","0.85503","402.81"
"9.6330","0.86964","409.64"
"9.6530","0.88404","414.35"
"9.6730","0.89869","420.69"
"9.6930","0.91351","427.20"
"9.7130","0.92818","432.25"
"9.7330","0.94271","438.33"
"9.7530","0.95746","444.32"
"9.7730","0.97210","449.20"
"9.7930","0.98637","455.14"
"9.8130","1.0006","460.39"
"9.8330","1.0152","466.25"
"9.8530","1.0300","472.33"
"9.8730","1.0445","477.37"
"9.8930","1.0590","483.60"
"9.9130","1.0738","489.26"
"9.9330","1.0886","494.10"
"9.9530","1.1031","499.78"
"9.9730","1.1177","505.66"
"9.9930","1.1325","510.63"
"10.013","1.1472","516.93"
"10.033","1.1620","522.14"
"10.053","1.1768","527.55"
"10.073","1.1915","533.31"
"10.093","1.2059","537.37"
"10.113","1.2206","543.91"
"10.133","1.2355","548.97"
"10.153","1.2501","553.83"
"10.173","1.2645","559.29"
"10.193","1.2789","563.91"
"10.213","1.2935","569.45"
"10.233","1.3078","574.25"
"10.253","1.3222","579.13"
"10.273","1.3369","585.11"
"10.293","1.3515","589.78"
"10.313","1.3660","594.79"
"10.333","1.3807","600.75"
"10.353","1.3955","605.29"
"10.373","1.4103","610.78"
"10.393","1.4248","616.23"
"10.413","1.4395","620.61"
"10.433","1.4544","626.81"
"10.444","1.4626","629.32"
"10.445","1.4633","629.46"
"10.465","1.4773","629.38"
"10.485","1.4847","623.27"
"10.505","1.4823","608.02"
"10.525","1.4738","596.74"
"10.545","1.4649","582.23"
"10.565","1.4515","564.00"
"10.585","1.4338","548.06"
"10.605","1.4156","534.06"
"10.625","1.3993","521.63"
"10.645","1.3842","511.90"
"10.665","1.3694","501.60"
"10.685","1.3546","491.63"
"10.705","1.3399","482.89"
"10.725","1.3252","472.90"
"10.745","1.3104","464.07"
"10.765","1.2956","455.49"
"10.785","1.2809","446.66"
"10.805","1.2660","437.82"
"10.825","1.2512","428.88"
"10.845","1.2364","420.94"
"10.865","1.2217","412.57"
"10.885","1.2069","404.51"
"10.905","1.1921","396.87"
"10.925","1.1776","388.20"
"10.945","1.1629","380.55"
"10.965","1.1483","374.29"
"10.985","1.1335","365.11"
"11.005","1.1188","357.42"
"11.025","1.1041","351.26"
"11.045","1.0897","342.79"
"11.065","1.0754","336.76"
"11.085","1.0610","328.02"
"11.105","1.0464","320.55"
"11.125","1.0319","314.89"
"11.145","1.0173","306.74"
"11.165","1.0026","300.19"
"11.185","0.98773","292.57"
"11.205","0.97313","284.38"
"11.225","0.95865","278.14"
"11.245","0.94396","270.62"
"11.265","0.92918","263.55"
"11.285","0.91444","257.62"
"11.305","0.89975","249.63"
"11.325","0.88495","242.56"
"11.345","0.87036","236.25"
"11.365","0.85590","228.87"
"11.385","0.84148","222.16"
"11.405","0.82673","215.16"
"11.425","0.81202","208.15"
"11.445","0.79738","201.82"
"11.465","0.78279","195.12"
"11.485","0.76833","188.38"
"11.505","0.75391","181.95"
"11.525","0.73948","174.83"
"11.545","0.72484","168.21"
"11.565","0.71030","161.71"
"11.585","0.69570","154.84"
"11.605","0.68115","148.07"
"11.625","0.66622","141.34"
"11.645","0.65144","133.84"
"11.665","0.63669","127.85"
"11.685","0.62198","121.16"
"11.705","0.60722","114.04"
"11.725","0.59249","107.80"
"11.745","0.57800","100.92"
"11.765","0.56332","94.345"
"11.785","0.54875","88.314"
"11.805","0.53402","81.606"
"11.825","0.51940","75.067"
"11.845","0.50469","68.617"
"11.865","0.49012","61.855"
"11.885","0.47563","55.671"
"11.905","0.46115","48.883"
"11.925","0.44666","43.329"
"11.945","0.43215","36.451"
"11.965","0.41791","30.862"
"11.985","0.40355","24.939"
"12.005","0.38888","17.002"
"12.025","0.37403","10.799"
"12.045","0.35915","3.5907"
"12.065","0.34435","-2.8502"
"12.085","0.32966","-8.1926"
"12.105","0.31497","-15.293"
"12.125","0.30033","-21.133"
"12.145","0.28559","-27.320"
"12.165","0.27098","-34.748"
"12.185","0.25643","-39.441"
"12.205","0.24197","-46.386"
"12.225","0.22724","-53.183"
"12.245","0.21256","-57.850"
"12.265","0.19802","-64.704"
"12.285","0.18354","-70.423"
"12.305","0.16901","-75.900"
"12.325","0.15437","-83.323"
"12.345","0.13987","-87.265"
"12.365","0.12532","-93.584"
"12.385","0.11084","-99.301"
"12.405","0.096217","-103.35"
"12.425","0.081703","-109.95"
"12.445","0.066864","-113.84"
"12.465","0.052051","-118.87"
"12.485","0.037283","-123.92"
"12.505","0.022547","-126.46"
"12.525","0.0079322","-130.68"
"12.536","-0.00010113","-132.81"
"12.537","-0.00083144","-132.96"
"12.557","-0.014888","-130.02"
"12.577","-0.022409","-121.05"
"12.597","-0.019849","-104.26"
"12.617","-0.011691","-90.842"
"12.637","-0.0036552","-76.385"
"12.657","0.0095866","-57.141"
"12.677","0.027830","-39.421"
"12.697","0.046297","-24.810"
"12.717","0.062948","-11.769"
"12.737","0.078285","-1.5365"
"12.757","0.093318","8.8655"
"12.777","0.10800","19.927"
"12.797","0.12267","29.006"
"12.817","0.13746","39.412"
"12.837","0.15229","49.299"
"12.857","0.16698","58.011"
"12.877","0.18176","68.803"
"12.897","0.19673","77.496"
"12.917","0.21150","86.134"
"12.937","0.22614","95.998"
"12.957","0.24079","104.04"
"12.977","0.25563","112.76"
"12.997","0.27015","121.18"
"13.017","0.28464","129.27"
"13.037","0.29929","137.98"
"13.057","0.31413","146.52"
"13.077","0.32904","155.00"
"13.097","0.34384","162.73"
"13.117","0.35858","170.62"
"13.137","0.37304","178.22"
"13.157","0.38752","185.87"
"13.177","0.40206","193.53"
"13.197","0.41663","200.85"
"13.217","0.43080","207.77"
"13.237","0.44486","214.71"
"13.257","0.45951","222.44"
"13.277","0.47446","230.16"
"13.297","0.48946","237.50"
"13.317","0.50421","244.97"
"13.337","0.51902","252.42"
"13.357","0.53366","258.53"
"13.377","0.54824","265.92"
"13.397","0.56298","273.14"
"13.417","0.57771","279.23"
"13.437","0.59241","286.09"
"13.457","0.60682","292.77"
"13.477","0.62157","299.73"
"13.497","0.63651","306.33"
"13.517","0.65115","312.72"
"13.537","0.66552","318.79"
"13.557","0.67986","325.10"
"13.577","0.69447","331.55"
"13.597","0.70886","337.21"
"13.617","0.72328","343.91"
"13.637","0.73774","350.04"
"13.657","0.75229","355.94"
"13.677","0.76691","362.82"
"13.697","0.78153","368.85"
"13.717","0.79629","374.57"
"13.737","0.81101","381.69"
"13.757","0.82581","387.31"
"13.777","0.84055","393.19"
"13.797","0.85529","399.99"
"13.817","0.86981","404.83"
"13.837","0.88431","411.08"
"13.857","0.89889","417.40"
"13.877","0.91368","422.53"
"13.897","0.92854","428.98"
"13.917","0.94328","434.58"
"13.937","0.95806","440.78"
"13.957","0.97257","445.93"
"13.977","0.98679","450.94"
"13.997","1.0011","456.76"
"14.017","1.0157","462.70"
"14.037","1.0303","468.38"
"14.057","1.0448","474.15"
"14.077","1.0593","480.11"
"14.097","1.0742","485.29"
"14.117","1.0890","491.02"
"14.137","1.1035","496.18"
"14.157","1.1181","502.06"
"14.177","1.1330","507.60"
"14.197","1.1477","513.24"
"14.217","1.1624","518.81"
"14.237","1.1772","524.54"
"14.257","1.1919","529.44"
"14.277","1.2063","535.01"
"14.297","1.2209","540.61"
"14.317","1.2358","545.08"
"14.337","1.2504","551.53"
"14.357","1.2649","555.87"
"14.377","1.2793","561.10"
"14.397","1.2939","566.47"
"14.417","1.3082","570.94"
"14.437","1.3225","576.81"
"14.457","1.3372","581.61"
"14.477","1.3518","587.62"
"14.497","1.3663","591.84"
"14.517","1.3809","596.85"
"14.537","1.3959","603.54"
"14.557","1.4106","606.94"
"14.577","1.4251","613.13"
"14.597","1.4399","618.81"
"14.617","1.4549","622.77"
"14.627","1.4624","625.48"
"14.628","1.4631","625.83"
"14.648","1.4771","627.69"
"14.668","1.4845","619.67"
"14.688","1.4821","605.49"
"14.708","1.4736","593.97"
"14.728","1.4648","578.30"
"14.748","1.4513","562.02"
"14.768","1.4335","544.22"
"14.788","1.4153","530.47"
"14.808","1.3990","518.73"
"14.828","1.3840","507.73"
"14.848","1.3693","498.83"
"14.868","1.3543","488.23"
"14.888","1.3396","478.78"
"14.908","1.3249","470.02"
"14.928","1.3101","459.72"
"14.948","1.2953","452.06"
"14.968","1.2807","443.03"
"14.988","1.2658","433.86"
"15.008","1.2510","426.42"
"15.028","1.2362","416.49"
"15.048","1.2215","408.94"
"15.068","1.2067","401.51"
"15.088","1.1919","392.50"
"15.108","1.1774","386.16"
"15.128","1.1627","377.73"
"15.148","1.1480","369.33"
"15.168","1.1332","362.70"
"15.188","1.1186","353.94"
"15.208","1.1040","347.21"
"15.228","1.0896","340.51"
"15.248","1.0753","332.16"
"15.268","1.0607","325.28"
"15.288","1.0460","318.09"
"15.308","1.0315","310.30"
"15.328","1.0171","303.35"
"15.348","1.0024","295.83"
"15.368","0.98753","288.46"
"15.388","0.97286","282.16"
"15.408","0.95838","274.47"
"15.428","0.94371","267.28"
"15.448","0.92890","260.50"
"15.468","0.91421","253.11"
"15.488","0.89955","246.46"
"15.508","0.88475","239.60"
"15.528","0.87019","231.80"
"15.548","0.85565","226.39"
"15.568","0.84113","218.80"
"15.588","0.82641","211.21"
"15.608","0.81180","205.49"
"15.628","0.79716","198.14"
"15.648","0.78256","191.29"
"15.668","0.76807","185.18"
"15.688","0.75366","178.56"
"15.708","0.73921","171.95"
"15.728","0.72456","165.14"
"15.748","0.71004","158.54"
"15.768","0.69544","151.83"
"15.788","0.68096","145.00"
"15.808","0.66605","138.38"
"15.828","0.65119","131.09"
"15.848","0.63643","124.76"
"15.868","0.62174","117.99"
"15.888","0.60702","111.18"
"15.908","0.59223","105.34"
"15.928","0.57770","98.198"
"15.948","0.56310","92.071"
"15.968","0.54857","85.622"
"15.988","0.53377","78.528"
"16.008","0.51914","72.643"
"16.028","0.50450","65.761"
"16.048","0.49004","59.792"
"16.068","0.47556","53.839"
"16.088","0.46090","46.217"
"16.108","0.44628","40.375"
"16.128","0.43183","34.526"
"16.148","0.41771","28.292"
"16.168","0.40336","22.096"
"16.188","0.38865","15.439"
"16.208","0.37381","8.5492"
"16.228","0.35897","2.2693"
"16.248","0.34414","-3.8442"
"16.268","0.32943","-11.080"
"16.288","0.31474","-16.920"
"16.308","0.30008","-23.226"
"16.328","0.28541","-29.876"
"16.348","0.27086","-35.174"
